entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
CT060,Network - Device,49400,sys:net:dev,1.134,0.103,CPE2,0.075,32.003,Branch,DNI-3,223377.395,33,72,0.223,100000000,438046.972,0,72,0,0.438,6.39,Ethernet0/2/0_100,PATERNO',0
CT060,Network - Device,49400,sys:net:dev,1.303,0.139,CPE1,0.13,28.093,Branch,DNI-3,326950.284,30,72,0.326,100000000,492782.555,0,72,0,0.492,6.108,Ethernet0/2/0_100,PATERNO',0
CT060,Network - Device,49400,sys:net:dev,0,0,LTE,0,29.01,Branch,DNI-3,0,30,72,0,100000000,0,0,72,0,0,0,LTE,PATERNO',0
CT084,Network - Device,27515,sys:net:dev,0.972,0.065,CPE2,0.037,35.343,Branch,DNI-3,95651.718,36,24,0.095,100000000,165987.281,0,24,0,0.166,1.858,Ethernet0/2/0_100,BIANCAVILLA,0
CT084,Network - Device,27515,sys:net:dev,0.69,0.1,CPE1,0.099,35.656,Branch,DNI-3,196111.093,38,24,0.196,100000000,255495.135,0,24,0,0.255,1.059,Ethernet0/2/0_100,BIANCAVILLA,0
CT084,Network - Device,27515,sys:net:dev,0,0,LTE,0,32.541,Branch,DNI-3,0,33,24,0,100000000,0,0,24,0,0,0,LTE,BIANCAVILLA,0
FC024,Network - Device,25596,sys:net:dev,2.655,0.11,CPE2,0.086,11.044,Branch,DNI-3,301069.733,14,78,0.301,100000000,631213.983,0,78,0,0.631,21.758,Ethernet0/2/0_100,FORLI' PANDOLFA,0
FC024,Network - Device,25596,sys:net:dev,3.044,0.165,CPE1,0.166,15.166,Branch,DNI-3,470101.333,17,78,0.47,100000000,866215.974,0,78,0,0.866,24.635,Ethernet0/2/0_100,FORLI' PANDOLFA,0
FC024,Network - Device,25596,sys:net:dev,0,0,LTE,0,15.259,Branch,DNI-3,0,17,78,0,100000000,0,0,78,0,0,0,LTE,FORLI' PANDOLFA,0
CT032,Network - Device,33276,sys:net:dev,6.277,0.398,CPE2,0.28,27,Main Building,DNI-7,1052642.718,28,24,1.754,60000000,2091073.291,0,24,0,3.485,21.195,GigabitEthernet0/0/0,,0
CT032,Network - Device,33276,sys:net:dev,13.787,0.408,CPE1,0.46,27.01,Main Building,DNI-7,1334027.677,28,24,2.223,60000000,1925712.802,0,24,0,3.209,17.316,GigabitEthernet0/0/0,,0
CT064,Network - Device,25213,sys:net:dev,0.537,0.052,CPE2,0.053,32,Branch,DNI-3,118890.916,32,24,0.118,100000000,186648.729,0,24,0,0.186,1.108,Ethernet0/2/0_100,PALAGONIA,0
CT064,Network - Device,25213,sys:net:dev,0.681,0.094,CPE1,0.075,32.01,Branch,DNI-3,193636.25,33,24,0.193,100000000,312266.958,0,24,0,0.312,2.259,Ethernet0/2/0_100,PALAGONIA,0
CT064,Network - Device,25213,sys:net:dev,0,0,LTE,0,32.083,Branch,DNI-3,0,33,24,0,100000000,0,0,24,0,0,0,LTE,PALAGONIA,0
EN003,Network - Device,52990,sys:net:dev,0.581,0.056,CPE2,0.041,31.01,Branch,DNI-3,91333.656,32,24,0.091,100000000,133993.854,0,24,0,0.134,1.158,Ethernet0/2/0_90,LEONFORTE,0
EN003,Network - Device,52990,sys:net:dev,0.909,0.1,CPE1,0.096,39.02,Branch,DNI-3,223752.354,40,24,0.223,100000000,309613.989,0,24,0,0.309,2.808,Ethernet0/2/0_90,LEONFORTE,0
EN003,Network - Device,52990,sys:net:dev,0,0,LTE,0,35,Branch,DNI-3,0,35,24,0,100000000,0,0,24,0,0,0,LTE,LEONFORTE,0
FE011,Network - Device,43267,sys:net:dev,0.434,0.06,CPE2,0.034,12.01,Branch,DNI-3,86404,13,24,0.086,100000000,143542.604,0,24,0,0.143,0.944,Ethernet0/2/0_100,BONDENO,0
FE011,Network - Device,43267,sys:net:dev,0.693,0.089,CPE1,0.085,12.031,Branch,DNI-3,193548.02,15,24,0.193,100000000,254994.197,0,24,0,0.255,1.069,Ethernet0/2/0_100,BONDENO,0
FE011,Network - Device,43267,sys:net:dev,0,0,LTE,0,12.031,Branch,DNI-3,0,15,24,0,100000000,0,0,24,0,0,0,LTE,BONDENO,0
FE003,Network - Device,57221,sys:net:dev,0.59,0.029,CPE2,0.027,11.02,Branch,DNI-3,74597.489,12,24,0.074,100000000,119863.354,0,24,0,0.119,1.647,Ethernet0/2/0_90,FERRARA S.BARTOLOMEO IN BOSCO,0
FE003,Network - Device,57221,sys:net:dev,0.721,0.047,CPE1,0.05,10.229,Branch,DNI-3,109740.614,11,24,0.109,100000000,146525.666,0,24,0,0.146,1.759,Ethernet0/2/0_90,FERRARA S.BARTOLOMEO IN BOSCO,0
FE003,Network - Device,57221,sys:net:dev,0,0,LTE,0,11.104,Branch,DNI-3,0,12,24,0,100000000,0,0,24,0,0,0,LTE,FERRARA S.BARTOLOMEO IN BOSCO,0
FR029,Network - Device,66951,sys:net:dev,0.885,0.074,CPE2,0.058,19.01,Branch,DNI-3,179335.562,20,24,0.179,100000000,361292.656,0,24,0,0.361,2.296,Ethernet0/2/0_90,CEPRANO,0
FR029,Network - Device,66951,sys:net:dev,1.143,0.393,CPE1,0.122,28.916,Branch,DNI-3,214363.25,29,24,0.214,100000000,562105.447,0,24,0,0.562,2.339,Ethernet0/2/0_100,CEPRANO,0
FR029,Network - Device,66951,sys:net:dev,0,0,LTE,0,25.072,Branch,DNI-3,0,26,24,0,100000000,0,0,24,0,0,0,LTE,CEPRANO,0
FE006,Network - Device,56841,sys:net:dev,16.151,1.32,CPE2,0.864,12.697,Branch,DNI-1,95735.562,67,24,2.337,4096000,223512.187,0,24,0,5.456,57.957,Ethernet0/2/0_100,FERRARA VIA DI COMACCHIO,0
FE006,Network - Device,56841,sys:net:dev,15.019,4.953,CPE1,2.561,12.187,Branch,DNI-1,164494.822,28,24,4.016,4096000,303636.041,0,24,0,7.413,22.883,ATM0/2/0_100-aal5_layer,FERRARA VIA DI COMACCHIO,0
FE006,Network - Device,56841,sys:net:dev,0,0,LTE,0,10.77,Branch,DNI-1,0,21,24,0,4096000,0,0,24,0,0,0,LTE,FERRARA VIA DI COMACCHIO,0
FI023,Network - Device,23946,sys:net:dev,0.843,0.045,CPE2,0.05,27.531,Branch,DNI-3,99778.093,31,24,0.099,100000000,135164.875,0,24,0,0.135,1.645,Ethernet0/2/0_100,PONTASSIEVE,0
FI023,Network - Device,23946,sys:net:dev,1.624,0.079,CPE1,0.072,23.25,Branch,DNI-3,207391.468,25,24,0.207,100000000,284117.01,0,24,0,0.284,4.502,Ethernet0/2/0_100,PONTASSIEVE,0
FI023,Network - Device,23946,sys:net:dev,0,0,LTE,0,20.479,Branch,DNI-3,0,32,24,0,100000000,0,0,24,0,0,0,LTE,PONTASSIEVE,0
FR024,Network - Device,28428,sys:net:dev,0.744,0.06,CPE2,0.042,17.02,Branch,DNI-3,97030.572,18,24,0.097,100000000,233817.781,0,24,0,0.233,4.349,Ethernet0/2/0_90,MONTE SAN GIOVANNI CAMPANO,0
FR024,Network - Device,28428,sys:net:dev,0.707,0.084,CPE1,0.075,19.031,Branch,DNI-3,142496.593,21,24,0.142,100000000,174463.708,0,24,0,0.174,0.919,Ethernet0/2/0_90,MONTE SAN GIOVANNI CAMPANO,0
FR024,Network - Device,28428,sys:net:dev,0.003,0,LTE,0,17.02,Branch,DNI-3,28.583,19,24,0,100000000,28.114,0,24,0,0,0.003,LTE,MONTE SAN GIOVANNI CAMPANO,0
FI053,Network - Device,32396,sys:net:dev,15.841,2.097,CPE2,1.311,21.135,Branch,DNI-1,114830.635,57,48,2.803,4096000,189518.072,0,48,0,4.626,39.549,ATM0/2/0_100-aal5_layer,FIRENZE SALVEMINI,0
FI053,Network - Device,32396,sys:net:dev,20.066,2.765,CPE1,2.431,18.286,Branch,DNI-1,199615.593,64,48,4.873,4096000,250613.5,0,48,0,6.118,61.619,ATM0/2/0_100-aal5_layer,FIRENZE SALVEMINI,0
FI053,Network - Device,32396,sys:net:dev,0,0,LTE,0,18.406,Branch,DNI-1,0,53,48,0,4096000,0,0,48,0,0,0,LTE,FIRENZE SALVEMINI,0
FG010,Network - Device,45453,sys:net:dev,1.797,0.074,CPE2,0.064,29.121,Branch,DNI-3,270457.599,35,78,0.27,100000000,409981.673,0,78,0,0.409,6.224,Ethernet0/2/0_90,MANFREDONIA,0
FG010,Network - Device,45453,sys:net:dev,1.847,0.171,CPE1,0.134,30.881,Branch,DNI-3,376424.564,37,78,0.376,100000000,529851.166,0,78,0,0.529,10.169,Ethernet0/2/0_100,MANFREDONIA,0
FG010,Network - Device,45453,sys:net:dev,0,0,LTE,0,27.714,Branch,DNI-3,0,33,78,0,100000000,0,0,78,0,0,0,LTE,MANFREDONIA,0
FE014,Network - Device,25614,sys:net:dev,0.541,0.068,CPE2,0.053,11,Branch,DNI-3,118379.52,11,24,0.118,100000000,193152.468,0,24,0,0.193,2.109,Ethernet0/2/0_90,CODIGORO,0
FE014,Network - Device,25614,sys:net:dev,0.664,0.066,CPE1,0.06,11.01,Branch,DNI-3,122685.906,12,24,0.122,100000000,119936.562,0,24,0,0.119,0.785,Ethernet0/2/0_90,CODIGORO,0
FE014,Network - Device,25614,sys:net:dev,0,0,LTE,0,11.322,Branch,DNI-3,0,12,24,0,100000000,0,0,24,0,0,0,LTE,CODIGORO,0
FR020,Network - Device,49040,sys:net:dev,1.103,0.139,CPE2,0.115,29.02,Branch,DNI-3,260272.947,31,24,0.26,100000000,427277.51,0,24,0,0.427,3.148,Ethernet0/2/0_100,ALATRI SAN FRANCESCO DI FUORI,0
FR020,Network - Device,49040,sys:net:dev,1.343,0.118,CPE1,0.144,28.01,Branch,DNI-3,300100.885,29,24,0.3,100000000,410791.437,0,24,0,0.41,4.473,Ethernet0/2/0_100,ALATRI SAN FRANCESCO DI FUORI,0
FR020,Network - Device,49040,sys:net:dev,0,0,LTE,0,24.062,Branch,DNI-3,0,25,24,0,100000000,0,0,24,0,0,0,LTE,ALATRI SAN FRANCESCO DI FUORI,0
FG003,Network - Device,30992,sys:net:dev,0.803,0.115,CPE2,0.09,27.989,Branch,DNI-3,216109.125,28,24,0.216,100000000,327409.333,0,24,0,0.327,2.556,Ethernet0/2/0_100,FOGGIA MICHELANGELO,0
FG003,Network - Device,30992,sys:net:dev,0.924,0.126,CPE1,0.126,28.041,Branch,DNI-3,259206.156,30,24,0.259,100000000,321747.333,0,24,0,0.321,1.454,Ethernet0/2/0_100,FOGGIA MICHELANGELO,0
FG003,Network - Device,30992,sys:net:dev,0,0,LTE,0,31.895,Branch,DNI-3,0,32,24,0,100000000,0,0,24,0,0,0,LTE,FOGGIA MICHELANGELO,0
FR010,Network - Device,25617,sys:net:dev,0.785,0.064,CPE2,0.045,16.069,Branch,DNI-3,106191.44,17,72,0.106,100000000,164629.006,0,72,0,0.164,1.492,Ethernet0/2/0_90,PALIANO,0
FR010,Network - Device,25617,sys:net:dev,1.073,0.086,CPE1,0.075,19.104,Branch,DNI-3,162204.5,21,72,0.162,100000000,193088.347,0,72,0,0.193,2.788,Ethernet0/2/0_90,PALIANO,0
FR010,Network - Device,25617,sys:net:dev,0,0,LTE,0,18.18,Branch,DNI-3,0,20,72,0,100000000,0,0,72,0,0,0,LTE,PALIANO,0
FG026,Network - Device,23697,sys:net:dev,21.86,0.317,CPE2,0.241,20.024,Branch,DNI-8,1583639.947,25,72,1.583,100000000,2108211.125,0,72,0,2.108,13.556,GigabitEthernet0/0/0_100,FOGGIA GIORDANO,0
FG026,Network - Device,23697,sys:net:dev,6.455,0.367,CPE1,0.294,21.013,Branch,DNI-8,1438458.979,23,72,1.438,100000000,2140532.34,0,72,0,2.14,13.074,GigabitEthernet0/0/0_100,FOGGIA GIORDANO,0
FG026,Network - Device,23697,sys:net:dev,0.006,0.005,LTE,0.004,70.444,Branch,DNI-8,3913.27,99,72,0.004,100000000,4680.774,0,72,0,0.005,0.005,LTE,FOGGIA GIORDANO,0
FI021,Network - Device,50454,sys:net:dev,16.731,1.324,CPE2,0.947,28.218,Branch,DNI-1,127392.447,58,24,3.11,4096000,225597.354,0,24,0,5.507,33.213,Ethernet0/0/0_90,MARRADI,0
FI021,Network - Device,50454,sys:net:dev,20.463,1.451,CPE1,1.46,24.072,Branch,DNI-1,190903.76,73,24,4.66,4096000,279547.208,0,24,0,6.824,53.231,Ethernet0/0/0_90,MARRADI,0
FI021,Network - Device,50454,sys:net:dev,0,0,LTE,0,27.5,Branch,DNI-1,0,59,24,0,4096000,0,0,24,0,0,0,LTE,MARRADI,0
FCSAF,Network - Device,34967,sys:net:dev,10.193,0.393,CPE2,0.397,11.27,Branch,DNI-7,1166715.338,15,48,1.944,60000000,2048580.604,0,48,0,3.414,24.909,GigabitEthernet0/0/0,FORLI' SAFFI,0
FCSAF,Network - Device,34967,sys:net:dev,13.526,0.709,CPE1,0.567,8.036,Branch,DNI-7,1653998.421,10,48,2.756,60000000,2227055.755,0,48,0,3.711,24.797,GigabitEthernet0/0/0,FORLI' SAFFI,0
FCSAF,Network - Device,34967,sys:net:dev,0,0,LTE,0,8.083,Branch,DNI-7,0,11,48,0,60000000,0,0,48,0,0,0,LTE,FORLI' SAFFI,0
FI008,Network - Device,69656,sys:net:dev,3.375,0.71,CPE2,0.634,19.145,Branch,DNI-3 (8+8),107841.614,23,24,1.316,8192000,139343.083,0,24,0,1.7,5.489,Ethernet0/2/0_100,FIRENZE NOVOLI,0
FI008,Network - Device,69656,sys:net:dev,15.784,2.009,CPE1,1.92,16.979,Branch,DNI-3 (8+8),332292.625,75,24,4.056,8192000,450591.531,0,24,0,5.5,38.47,Ethernet0/2/0_100,FIRENZE NOVOLI,0
FI008,Network - Device,69656,sys:net:dev,0,0,LTE,0,23.76,Branch,DNI-3 (8+8),0,71,24,0,8192000,0,0,24,0,0,0,LTE,FIRENZE NOVOLI,0
FE034,Network - Device,53017,sys:net:dev,0.93,0.05,CPE2,0.043,10.031,Branch,DNI-3,166275.76,11,24,0.166,100000000,323527.802,0,24,0,0.323,1.806,Ethernet0/2/0_90,COMACCHIO,0
FE034,Network - Device,53017,sys:net:dev,0.782,0.075,CPE1,0.075,10.01,Branch,DNI-3,157006.604,11,24,0.157,100000000,237824.093,0,24,0,0.237,2.489,Ethernet0/2/0_90,COMACCHIO,0
FE034,Network - Device,53017,sys:net:dev,0,0,LTE,0,10.083,Branch,DNI-3,0,11,24,0,100000000,0,0,24,0,0,0,LTE,COMACCHIO,0
FI047,Network - Device,47003,sys:net:dev,23.761,1.447,CPE2,1.615,21.505,Branch,DNI-1,122853.01,24,48,2.999,4096000,169063.473,0,48,0,4.127,22.299,Ethernet0/2/0_100,CERTALDO,0
FI047,Network - Device,47003,sys:net:dev,53.323,2.276,CPE1,1.982,26.093,Branch,DNI-1,181051.947,30,48,4.42,4096000,234608.906,0,48,0,5.727,52.331,Ethernet0/2/0_100,CERTALDO,0
FI047,Network - Device,47003,sys:net:dev,0,0,LTE,0,24.161,Branch,DNI-1,0,32,48,0,4096000,0,0,48,0,0,0,LTE,CERTALDO,0
FR032,Network - Device,48288,sys:net:dev,10.057,1.283,CPE2,0.925,28.197,Branch,DNI-3 (8+8),160416.322,36,24,1.958,8192000,245643.76,0,24,0,2.998,21.141,ATM0/IMA1_1-aal5_layer,FROSINONE VIA MARITTIMA,0
FR032,Network - Device,48288,sys:net:dev,8.678,1.543,CPE1,1.49,18.781,Branch,DNI-3 (8+8),227263.885,24,24,2.774,8192000,264926.395,0,24,0,3.233,14.06,Ethernet0/2/0_100,FROSINONE VIA MARITTIMA,0
FR032,Network - Device,48288,sys:net:dev,0,0,LTE,0,18.75,Branch,DNI-3 (8+8),0,23,24,0,8192000,0,0,24,0,0,0,LTE,FROSINONE VIA MARITTIMA,0
FG002,Network - Device,49696,sys:net:dev,2.168,1.366,CPE1,1.669,46.076,ATM,A1,17750.597,53,72,1.733,1024000,16617.399,0,72,0,1.622,8.628,ATM0/2/0_100-aal5_layer,FOGGIA GARIBALDI,0
FC049,Network - Device,22433,sys:net:dev,24.562,0.708,CPE2,0.556,14.463,Branch,DNI-3 (8+8),238535.052,53,48,2.911,8192000,548622.395,0,48,0,6.697,58.085,GigabitEthernet0/0/0_100,SAVIGNANO SUL RUBICONE,0
FC049,Network - Device,22433,sys:net:dev,81.434,0.739,CPE1,0.977,15.911,Branch,DNI-3 (8+8),340515.02,219,48,4.156,8192000,513193.114,0,48,0,6.264,68.095,GigabitEthernet0/0/0_100,SAVIGNANO SUL RUBICONE,0
FC049,Network - Device,22433,sys:net:dev,0,0,LTE,0,15.765,Branch,DNI-3 (8+8),0,204,48,0,8192000,0,0,48,0,0,0,LTE,SAVIGNANO SUL RUBICONE,0
FI084,Network - Device,28962,sys:net:dev,47.054,0,CPE1,0,30.35,ATM,A2,34491.072,612,72,1.684,2048000,35019.35,0,72,0,1.709,22.438,ATM0/2/0_100-aal5_layer,CAMPI BISENZIO AREA SELF - C.COM I GIGLI,0
FI084,Network - Device,28962,sys:net:dev,3.126,0,LTE,0,59.465,ATM,A2,9605.565,555,72,0.469,2048000,10084.635,0,72,0,0.492,5.863,LTE,CAMPI BISENZIO AREA SELF - C.COM I GIGLI,0
FE010,Network - Device,22178,sys:net:dev,1.099,0.056,CPE2,0.033,11.5,Branch,DNI-3,112129.14,12,48,0.112,100000000,196561.609,0,48,0,0.196,1.608,Ethernet0/2/0_90,ARGENTA LONGASTRINO,0
FE010,Network - Device,22178,sys:net:dev,1.205,0.055,CPE1,0.057,14.906,Branch,DNI-3,155119.661,18,48,0.155,100000000,193922.505,0,48,0,0.193,1.261,Ethernet0/2/0_90,ARGENTA LONGASTRINO,0
FE010,Network - Device,22178,sys:net:dev,0,0,LTE,0,15.312,Branch,DNI-3,0,16,48,0,100000000,0,0,48,0,0,0,LTE,ARGENTA LONGASTRINO,0
FE031,Network - Device,48676,sys:net:dev,5.039,0.188,CPE2,0.166,14.338,Branch,DNI-3,639208.041,61,48,0.639,100000000,1176699.098,0,48,0,1.176,6.816,Ethernet0/2/0_100,FERRARA CAVOUR,0
FE031,Network - Device,48676,sys:net:dev,4.852,0.273,CPE1,0.249,14.572,Branch,DNI-3,724434.963,51,48,0.724,100000000,1093976.343,0,48,0,1.093,9.108,Ethernet0/2/0_100,FERRARA CAVOUR,0
FE031,Network - Device,48676,sys:net:dev,0.033,0,LTE,0,14.64,Branch,DNI-3,171.02,29,48,0,100000000,249.354,0,48,0,0,0.048,LTE,FERRARA CAVOUR,0
FC048,Network - Device,64677,sys:net:dev,2.614,0.981,CPE2,1.053,11.885,Branch,DNI-1,46106.416,33,24,1.125,4096000,51565.25,0,24,0,1.258,6.736,GigabitEthernet0/0/0_100,SARSINA,0
FC048,Network - Device,64677,sys:net:dev,3.392,1.776,CPE1,1.474,11.812,Branch,DNI-1,68131.468,29,24,1.663,4096000,86596.708,0,24,0,2.114,5.16,GigabitEthernet0/0/0_100,SARSINA,0
FC048,Network - Device,64677,sys:net:dev,0,0,LTE,0,11.25,Branch,DNI-1,0,31,24,0,4096000,0,0,24,0,0,0,LTE,SARSINA,0
FI062,Network - Device,31270,sys:net:dev,1.083,0.082,CPE2,0.058,22.5,Branch,DNI-3,141545.015,24,48,0.141,100000000,235080.723,0,48,0,0.235,2.173,Ethernet0/2/0_100,FIRENZE MASCAGNI,0
FI062,Network - Device,31270,sys:net:dev,0.662,0.093,CPE1,0.077,17.031,Branch,DNI-3,180549.958,18,48,0.18,100000000,236777.026,0,48,0,0.236,1.199,Ethernet0/2/0_100,FIRENZE MASCAGNI,0
FI062,Network - Device,31270,sys:net:dev,0,0,LTE,0,24.036,Branch,DNI-3,0,25,48,0,100000000,0,0,48,0,0,0,LTE,FIRENZE MASCAGNI,0
FI050,Network - Device,30119,sys:net:dev,1.797,0.136,CPE2,0.119,24.052,Branch,DNI-3,298131.104,25,24,0.298,100000000,511662.291,0,24,0,0.511,3.81,Ethernet0/2/0_100,SESTO FIORENTINO,0
FI050,Network - Device,30119,sys:net:dev,1.163,0.144,CPE1,0.111,31.864,Branch,DNI-3,268439.458,32,24,0.268,100000000,322920.718,0,24,0,0.322,1.619,Ethernet0/2/0_100,SESTO FIORENTINO,0
FI050,Network - Device,30119,sys:net:dev,0,0,LTE,0,32.041,Branch,DNI-3,0,33,24,0,100000000,0,0,24,0,0,0,LTE,SESTO FIORENTINO,0
FE005,Network - Device,42664,sys:net:dev,1.612,0.133,CPE2,0.101,13.109,Branch,DNI-3,338217.447,16,48,0.338,100000000,694673.317,0,48,0,0.694,4.429,Ethernet0/2/0_100,FERRARA VIA BOLOGNA,0
FE005,Network - Device,42664,sys:net:dev,2.574,0.126,CPE1,0.112,13.895,Branch,DNI-3,364500.411,15,48,0.364,100000000,508911.223,0,48,0,0.508,2.168,Ethernet0/2/0_100,FERRARA VIA BOLOGNA,0
FE005,Network - Device,42664,sys:net:dev,0,0,LTE,0,13.979,Branch,DNI-3,0,16,48,0,100000000,0,0,48,0,0,0,LTE,FERRARA VIA BOLOGNA,0
FI029,Network - Device,49452,sys:net:dev,0.536,0.07,CPE2,0.05,25.968,Branch,DNI-3,107789.843,26,24,0.107,100000000,193974.791,0,24,0,0.193,2.915,Ethernet0/2/0_100,CAMPI BISENZIO VIA VITTORIO VENETO,0
FI029,Network - Device,49452,sys:net:dev,0.34,0.093,CPE1,0.087,28,Branch,DNI-3,131396.125,28,24,0.131,100000000,131768.125,0,24,0,0.131,0.34,Ethernet0/2/0_100,CAMPI BISENZIO VIA VITTORIO VENETO,0
FI029,Network - Device,49452,sys:net:dev,0,0,LTE,0,19.041,Branch,DNI-3,0,20,24,0,100000000,0,0,24,0,0,0,LTE,CAMPI BISENZIO VIA VITTORIO VENETO,0
FI082,Network - Device,30509,sys:net:dev,1.149,0.109,CPE2,0.089,22.027,Branch,DNI-3,277809.951,24,72,0.277,100000000,426679.972,0,72,0,0.426,2.164,Ethernet0/2/0_100,SCANDICCI,0
FI082,Network - Device,30509,sys:net:dev,4.596,0.141,CPE1,0.127,18.034,Branch,DNI-3,317973.586,19,72,0.317,100000000,446756.833,0,72,0,0.446,3.13,Ethernet0/2/0_100,SCANDICCI,0
FI082,Network - Device,30509,sys:net:dev,0,0,LTE,0,21.034,Branch,DNI-3,0,25,72,0,100000000,0,0,72,0,0,0,LTE,SCANDICCI,0
FE019,Network - Device,26415,sys:net:dev,0.606,0.032,CPE2,0.031,11.041,Branch,DNI-3,100792.822,13,24,0.1,100000000,170458.645,0,24,0,0.17,1.579,Ethernet0/2/0_90,POGGIO RENATICO,0
FE019,Network - Device,26415,sys:net:dev,0.962,0.047,CPE1,0.074,14.104,Branch,DNI-3,181039.114,17,24,0.181,100000000,218526.312,0,24,0,0.218,1.26,Ethernet0/2/0_90,POGGIO RENATICO,0
FE019,Network - Device,26415,sys:net:dev,0,0,LTE,0,13.968,Branch,DNI-3,0,16,24,0,100000000,0,0,24,0,0,0,LTE,POGGIO RENATICO,0
FG015,Network - Device,57392,sys:net:dev,0.594,0.065,CPE2,0.065,27.003,Branch,DNI-3,97193.854,28,72,0.097,100000000,116970.881,0,72,0,0.116,1.004,Ethernet0/2/0_90,TROIA,0
FG015,Network - Device,57392,sys:net:dev,0.772,0.059,CPE1,0.035,29.225,Branch,DNI-3,65377.434,30,72,0.065,100000000,94510.805,0,72,0,0.094,0.713,Ethernet0/2/0_90,TROIA,0
FG015,Network - Device,57392,sys:net:dev,0,0,LTE,0,27.284,Branch,DNI-3,0,39,72,0,100000000,0,0,72,0,0,0,LTE,TROIA,0
FR015,Network - Device,65073,sys:net:dev,4.594,1.058,CPE2,0.756,17.02,Branch,DNI-1,50093.5,18,24,1.223,4096000,86434.614,0,24,0,2.11,14.192,Ethernet0/2/0_90,PIGLIO,0
FR015,Network - Device,65073,sys:net:dev,4.114,1.705,CPE1,1.828,16.291,Branch,DNI-1,95491.968,19,24,2.331,4096000,98710.156,0,24,0,2.409,7.606,Ethernet0/2/0_90,PIGLIO,0
FR015,Network - Device,65073,sys:net:dev,0,0,LTE,0,18.01,Branch,DNI-1,0,19,24,0,4096000,0,0,24,0,0,0,LTE,PIGLIO,0
FR035,Network - Device,34226,sys:net:dev,0.739,0.071,CPE2,0.069,19.885,Branch,DNI-3,123205.958,21,24,0.123,100000000,163481.635,0,24,0,0.163,0.841,Ethernet0/2/0_90,VEROLI,0
FR035,Network - Device,34226,sys:net:dev,0.8,0.11,CPE1,0.096,29.656,Branch,DNI-3,186891.02,32,24,0.187,100000000,300547.708,0,24,0,0.3,2.838,Ethernet0/2/0_100,VEROLI,0
FR035,Network - Device,34226,sys:net:dev,0.003,0,LTE,0,28.447,Branch,DNI-3,28.937,31,24,0,100000000,28.208,0,24,0,0,0.003,LTE,VEROLI,0
FI020,Network - Device,53426,sys:net:dev,3.979,0.141,CPE2,0.117,18.135,Branch,DNI-3,360632.52,24,24,0.36,100000000,811403.989,0,24,0,0.811,7.171,Ethernet0/2/0_100,EMPOLI,0
FI020,Network - Device,53426,sys:net:dev,2.268,0.228,CPE1,0.233,23.093,Branch,DNI-3,618360.197,25,24,0.618,100000000,1092222.916,0,24,0,1.092,4.986,Ethernet0/2/0_100,EMPOLI,0
FI020,Network - Device,53426,sys:net:dev,0,0,LTE,0,25,Branch,DNI-3,0,28,24,0,100000000,0,0,24,0,0,0,LTE,EMPOLI,0
FI002,Network - Device,46260,sys:net:dev,3.747,0.251,CPE2,0.171,17,Branch,DNI-6,141593.819,17,72,0.471,30000000,304236.555,0,72,0,1.014,6.201,GigabitEthernet0/0/0_100,FIRENZE REDI,0
FI002,Network - Device,46260,sys:net:dev,3.27,0.213,CPE1,0.2,19.01,Branch,DNI-6,138227.697,23,72,0.46,30000000,166202.309,0,72,0,0.554,3.421,GigabitEthernet0/0/0_100,FIRENZE REDI,0
FI002,Network - Device,46260,sys:net:dev,0,0,LTE,0,18.34,Branch,DNI-6,0,23,72,0,30000000,0,0,72,0,0,0,LTE,FIRENZE REDI,0
FC043,Network - Device,45876,sys:net:dev,5.31,0.983,CPE2,1.189,17.864,Branch,WIMAX (30+2),33011.083,155,24,1.611,2048000,24966.947,0,24,0,1.219,7.045,Serial0/1/0_100,PREMILCUORE,0
FC043,Network - Device,45876,sys:net:dev,0.607,0.331,CPE1,0.253,21.25,Branch,WIMAX (30+2),84314.677,24,24,0.281,30000000,115723.937,0,24,0,0.385,1.172,GigabitEthernet0/0/0_100,PREMILCUORE,0
FC043,Network - Device,45876,sys:net:dev,0,0,LTE,0,21.947,Branch,WIMAX (30+2),0,26,24,0,2048000,0,0,24,0,0,0,LTE,PREMILCUORE,0
FG030,Network - Device,25781,sys:net:dev,1.748,0.36,CPE1,0.486,27.479,ATM,A2,11848.781,34,24,0.578,2048000,10899.645,0,24,0,0.532,8.629,Serial0/0/0_100,FOGGIA STAB. SOFIM - ATM,0
FG030,Network - Device,25781,sys:net:dev,0,0,LTE,0,31.666,ATM,A2,0,85,24,0,2048000,0,0,24,0,0,0,LTE,FOGGIA STAB. SOFIM - ATM,0
FG008,Network - Device,65588,sys:net:dev,1.762,0.084,CPE2,0.07,24.218,Branch,DNI-3,292618.812,28,24,0.292,100000000,499833,0,24,0,0.499,4.536,Ethernet0/2/0_90,CERIGNOLA,0
FG008,Network - Device,65588,sys:net:dev,2.796,0.089,CPE1,0.085,32.197,Branch,DNI-3,390381.229,33,24,0.39,100000000,493235.697,0,24,0,0.493,3.041,Ethernet0/2/0_90,CERIGNOLA,0
